loan_amount,sanction_amount,net_disbursement,processing_fee,gst,income,bank_balance_at_application,employment_status,marital_status,zipcode,residence_type,age,loan_purpose,installment_start_dt,disbursal_date,principal_outstanding,default,diff,pct,valid_loan,valid_gst,valid_net_disbursement,valid_principal_outstanding,valid_bank_balance
121275,335920,163472,2351.62,97.5,108311,29512,Unemployed,Single,78456,Rented,24,Car,2023-06-15,2023-05-15,65185,0,0.96,0.16,False,False,True,True,True
324417,442588,363749,3395.87,212.67,69991,49664,Unemployed,Single,11018,Owned,56,Education,2023-06-16,2023-05-16,335322,0,1.39,0.33,False,True,False,False,False
90271,95535,122663,1284.76,783.34,148949,80966,Unemployed,Divorced,49370,Parental,29,Home,2023-06-17,2023-05-17,128509,0,-2.05,0.4,True,False,True,True,True
492629,255972,279568,4742.31,485.97,118990,49682,Self-employed,Married,33313,Rented,45,Home,2023-06-18,2023-05-18,394110,0,0.17,0.54,False,False,False,False,True
75714,467544,265029,636.3,550.36,108403,82641,Unemployed,Married,61455,Owned,57,Home,2023-06-19,2023-05-19,170725,0,-1.7,0.21,False,False,False,True,True
65689,98713,452811,3135.5,681.91,32978,18629,Unemployed,Divorced,50558,Parental,44,Car,2023-06-20,2023-05-20,269465,0,-0.22,0.31,False,True,False,True,True
388467,405769,279380,3712.01,647.28,59259,13450,Self-employed,Married,42381,Parental,38,Home,2023-06-21,2023-05-21,92072,0,0.6,0.6,False,False,True,True,False
127324,87571,373432,2626.69,137.38,23838,1074,Salaried,Married,43029,Rented,58,Car,2023-06-22,2023-05-22,130202,0,-0.52,0.61,False,False,True,False,False
211717,249725,147660,3407.7,614.42,54720,25337,Salaried,Married,75536,Rented,51,Education,2023-06-23,2023-05-23,43011,0,-1.92,0.49,True,True,True,False,False
75989,126304,53503,1270.24,881.58,78273,11015,Self-employed,Married,67571,Rented,44,Car,2023-06-24,2023-05-24,129950,0,1.04,0.37,True,False,False,True,False
181516,432022,184219,2683.46,519.69,105014,49574,Salaried,Married,32288,Owned,64,Home,2023-06-25,2023-05-25,274927,0,0.79,0.09,True,True,True,False,True
380339,270672,216363,699.25,865.59,38464,65824,Salaried,Married,53696,Owned,53,Business,2023-06-26,2023-05-26,111930,0,-0.9,0.83,True,True,False,False,False
332710,465727,272959,1489.49,548.07,37219,11608,Unemployed,Divorced,49317,Parental,31,Business,2023-06-27,2023-05-27,184978,0,-2.71,0.31,False,False,False,True,True
434285,355926,127705,1703.54,868.38,19750,97948,Unemployed,Married,40574,Rented,41,Education,2023-06-28,2023-05-28,350091,0,0.71,0.94,True,False,False,False,False
209787,323418,115404,2506.72,522.62,98681,97130,Unemployed,Single,94698,Rented,56,Education,2023-06-29,2023-05-29,121068,0,-1.24,0.63,True,True,True,False,False
140484,238400,186444,1316.79,613.22,56021,42653,Unemployed,Married,56418,Parental,40,Car,2023-06-30,2023-05-30,63849,0,-0.22,0.72,False,False,True,False,True
320824,305924,153485,4649.96,108.87,38235,61949,Salaried,Single,82486,Rented,56,Business,2023-07-01,2023-05-31,242440,0,0.18,0.25,True,False,True,False,False
399837,277151,251990,4048.41,789.99,85995,94656,Salaried,Single,40050,Parental,57,Car,2023-07-02,2023-06-01,347830,0,1.36,0.77,True,False,False,True,True
486819,159164,322105,662.08,567.94,79980,84920,Salaried,Divorced,39783,Owned,30,Car,2023-07-03,2023-06-02,252731,0,-1.25,0.82,False,False,False,True,False
161991,323958,475722,2430.43,94.02,111985,70645,Self-employed,Divorced,25903,Owned,61,Home,2023-07-04,2023-06-03,88820,0,1.12,0.98,False,True,False,False,False
411229,69892,183259,1708.58,223.21,117937,44566,Salaried,Divorced,44202,Parental,55,Home,2023-07-05,2023-06-04,127712,0,-2.45,0.47,False,False,True,False,False
348249,75398,438605,1022.06,639.05,28948,49333,Unemployed,Single,13727,Owned,39,Home,2023-07-06,2023-06-05,314456,0,-0.92,0.96,True,True,False,True,True
156302,251250,147676,818.74,769.1,50921,96742,Salaried,Married,18776,Owned,36,Car,2023-07-07,2023-06-06,82201,0,-0.48,0.45,True,True,True,False,True
132056,105926,321553,4598.66,430.53,61931,76478,Self-employed,Single,89471,Owned,47,Business,2023-07-08,2023-06-07,324211,0,0.13,0.37,True,False,False,False,True
316380,162401,406037,1548.55,228.57,30640,28774,Self-employed,Single,43119,Parental,26,Car,2023-07-09,2023-06-08,320230,0,0.65,0.69,True,True,False,False,False
435771,396413,184804,4075.61,780.37,11994,96144,Self-employed,Divorced,69311,Parental,57,Business,2023-07-10,2023-06-09,366359,1,-0.83,0.55,True,False,True,False,True
295154,146979,189013,2996.31,718.99,114111,59956,Salaried,Married,62978,Parental,39,Home,2023-07-11,2023-06-10,240454,0,-1.42,0.22,True,False,True,False,False
358058,258447,443967,4698.54,886.19,97844,93206,Self-employed,Divorced,85401,Parental,43,Car,2023-07-12,2023-06-11,29292,0,-0.3,0.76,False,True,False,True,True
412833,106999,178394,4873.0,599.08,32284,25821,Salaried,Single,44269,Parental,33,Car,2023-07-13,2023-06-12,270120,0,0.41,0.49,False,True,True,True,True
132731,382712,109310,2074.71,156.27,45772,67020,Unemployed,Divorced,44494,Rented,27,Education,2023-07-14,2023-06-13,208456,0,-0.11,0.75,True,False,False,True,True
421404,204964,473244,3004.22,149.31,120268,66044,Unemployed,Married,17634,Parental,35,Education,2023-07-15,2023-06-14,182399,0,-0.95,0.82,True,False,False,True,True
172725,270386,310907,920.69,869.41,145999,22212,Salaried,Divorced,30062,Parental,50,Education,2023-07-16,2023-06-15,235385,0,0.25,0.62,True,False,True,False,True
482267,471780,119928,2246.79,134.92,98902,40848,Self-employed,Single,69340,Rented,57,Business,2023-07-17,2023-06-16,347438,0,0.96,0.33,True,True,True,False,True
360333,173056,286128,4610.54,839.64,20699,62897,Salaried,Divorced,34082,Parental,47,Education,2023-07-18,2023-06-17,215733,0,-0.93,0.55,True,False,False,True,True
395812,482528,282330,666.53,830.39,54539,92814,Salaried,Single,86405,Rented,59,Home,2023-07-19,2023-06-18,358244,0,1.14,0.23,False,True,False,True,True
270736,111545,204298,941.87,783.24,41744,32376,Salaried,Divorced,20570,Rented,39,Education,2023-07-20,2023-06-19,253366,0,-0.63,0.8,False,True,True,False,True
405149,274365,305886,4723.31,466.76,94184,74757,Self-employed,Single,99373,Rented,43,Education,2023-07-21,2023-06-20,44686,0,0.81,0.55,False,False,True,True,True
414601,225934,142465,1202.04,744.0,42039,42795,Unemployed,Divorced,46035,Parental,48,Business,2023-07-22,2023-06-21,24331,0,-0.18,0.06,False,False,True,False,False
166244,302618,99372,1987.64,664.23,94224,30960,Salaried,Divorced,76416,Owned,55,Business,2023-07-23,2023-06-22,393272,0,-0.98,0.54,False,False,False,False,True
397910,438126,85749,3104.09,528.54,92483,48185,Salaried,Divorced,63634,Parental,43,Home,2023-07-24,2023-06-23,393752,0,0.99,0.85,False,False,False,True,True
88420,390278,305075,3349.96,284.49,109043,35841,Unemployed,Single,29803,Parental,51,Car,2023-07-25,2023-06-24,168905,0,-0.79,0.66,True,False,False,False,True
121223,139506,417040,770.36,623.15,11930,72903,Self-employed,Divorced,98772,Owned,41,Education,2023-07-26,2023-06-25,133375,0,-0.67,0.62,True,False,False,False,True
418206,257950,165175,2941.54,578.09,86546,90907,Unemployed,Married,17996,Owned,64,Car,2023-07-27,2023-06-26,325085,1,-0.89,0.53,False,False,False,True,True
465303,207893,315103,769.21,662.42,51458,44013,Salaried,Divorced,45906,Rented,30,Education,2023-07-28,2023-06-27,168108,0,0.36,0.02,True,False,True,False,True
238068,170413,235296,892.61,519.73,47225,8650,Salaried,Divorced,20253,Rented,49,Home,2023-07-29,2023-06-28,203906,0,-0.86,0.16,False,False,True,False,True
412978,57443,118756,3668.82,258.48,143693,57877,Unemployed,Divorced,23921,Rented,34,Home,2023-07-30,2023-06-29,85596,0,-0.46,0.49,True,True,True,True,False
81839,275790,122303,3572.81,798.62,139583,26720,Self-employed,Single,43207,Parental,62,Home,2023-07-31,2023-06-30,10688,0,-1.08,0.59,True,True,False,True,False
283167,298863,245057,1764.66,241.33,95406,45801,Unemployed,Divorced,88579,Owned,34,Education,2023-08-01,2023-07-01,294101,0,-0.09,0.27,False,False,False,False,True
452716,129573,433430,4102.5,826.89,88650,70225,Self-employed,Single,87766,Rented,26,Car,2023-08-02,2023-07-02,286059,0,-0.85,0.01,False,True,False,False,False
338044,277706,241975,4178.34,214.16,44495,5523,Unemployed,Married,69432,Owned,64,Home,2023-08-03,2023-07-03,279953,0,-0.9,0.36,False,True,False,False,False
247608,77609,272979,4871.41,792.56,145675,34245,Self-employed,Single,71827,Owned,32,Car,2023-08-04,2023-07-04,369212,0,2.0,0.35,False,True,False,False,False
295049,297815,253058,1954.73,193.85,51506,96499,Unemployed,Married,42668,Parental,22,Business,2023-08-05,2023-07-05,68625,0,-1.43,0.41,True,True,True,True,False
282429,413193,347383,3431.11,214.23,137903,46439,Salaried,Married,41457,Owned,61,Business,2023-08-06,2023-07-06,192884,1,-0.03,0.66,False,False,False,False,False
385174,197300,285965,4867.05,425.29,21105,79020,Salaried,Single,74851,Owned,39,Car,2023-08-07,2023-07-07,49205,0,-0.73,0.59,False,True,True,False,False
316247,149315,129902,3711.96,707.71,99939,43741,Salaried,Married,65375,Owned,31,Business,2023-08-08,2023-07-08,212914,0,-0.95,0.51,True,False,False,True,True
317106,77304,283577,3698.25,642.24,104624,5502,Unemployed,Divorced,56793,Rented,49,Home,2023-08-09,2023-07-09,191260,0,-0.45,0.72,False,True,False,True,True
434730,470331,457399,2035.96,858.91,16838,23866,Salaried,Divorced,58413,Rented,64,Business,2023-08-10,2023-07-10,69636,0,0.37,0.34,True,False,True,False,True
86063,268744,243514,2108.95,584.2,84107,63439,Salaried,Divorced,56106,Parental,34,Education,2023-08-11,2023-07-11,67722,1,0.32,0.46,False,True,False,True,True
150785,348333,361858,2673.59,428.7,83271,1640,Unemployed,Single,96985,Owned,43,Business,2023-08-12,2023-07-12,328055,1,-1.42,0.84,True,True,False,True,True
260326,223097,90116,3975.54,894.07,130559,45038,Unemployed,Divorced,79445,Rented,45,Business,2023-08-13,2023-07-13,23154,0,0.01,0.56,True,False,False,False,False
122571,290447,94331,2398.84,669.88,45055,66889,Self-employed,Single,66299,Owned,31,Education,2023-08-14,2023-07-14,59475,0,-0.9,0.2,False,False,False,False,False
344059,133585,465583,4482.38,697.03,18879,47622,Unemployed,Married,58979,Rented,35,Home,2023-08-15,2023-07-15,267987,0,-0.91,0.02,True,True,True,True,True
465963,357671,153895,2552.95,106.91,24291,89500,Unemployed,Divorced,90886,Owned,64,Education,2023-08-16,2023-07-16,138315,0,-0.85,0.24,False,False,True,True,False
139816,94040,390180,3398.71,103.24,75919,25150,Self-employed,Married,53603,Rented,28,Business,2023-08-17,2023-07-17,330989,0,0.2,0.37,True,False,False,True,False
250722,385888,473094,4108.87,637.13,79963,8836,Unemployed,Married,68563,Parental,51,Education,2023-08-18,2023-07-18,343250,0,1.29,0.2,False,False,True,False,False
259577,353836,381795,2045.12,776.89,46782,87933,Self-employed,Single,66582,Parental,49,Business,2023-08-19,2023-07-19,199467,0,-0.85,0.63,False,False,True,True,True
388507,86794,306957,1542.53,267.76,125677,96517,Self-employed,Single,79159,Owned,28,Home,2023-08-20,2023-07-20,260975,0,2.12,0.94,True,True,False,False,False
70727,402886,479191,3412.51,359.32,121946,17654,Salaried,Married,39778,Parental,50,Business,2023-08-21,2023-07-21,336251,0,1.17,0.83,True,False,False,False,True
463532,86077,403073,2591.6,164.73,18256,50888,Unemployed,Single,45586,Owned,38,Education,2023-08-22,2023-07-22,351396,0,0.28,0.77,False,False,True,False,False
241003,366088,219594,1004.23,138.31,136566,75673,Salaried,Married,20685,Rented,36,Home,2023-08-23,2023-07-23,212159,0,0.72,0.07,False,True,True,False,True
193969,265158,156184,1151.34,301.87,45675,42539,Unemployed,Single,87408,Rented,61,Business,2023-08-24,2023-07-24,363283,0,-0.78,0.69,True,False,True,False,True
454084,231547,74253,4290.05,684.49,62451,38487,Salaried,Divorced,65017,Parental,38,Car,2023-08-25,2023-07-25,339647,0,-0.62,0.61,True,True,True,True,False
445394,187574,212814,579.16,802.46,132122,43939,Salaried,Single,83525,Owned,31,Home,2023-08-26,2023-07-26,396800,0,1.24,0.52,True,False,False,True,True
70823,249354,284808,4931.85,257.13,83611,11220,Unemployed,Married,35552,Rented,22,Home,2023-08-27,2023-07-27,277306,1,-0.94,1.0,True,False,True,False,True
283482,427034,92417,4999.7,247.54,83024,40497,Self-employed,Single,34147,Owned,27,Education,2023-08-28,2023-07-28,47306,0,-0.22,0.99,True,False,False,True,False
369951,340521,202992,2739.86,231.55,120435,9492,Salaried,Divorced,68814,Owned,55,Home,2023-08-29,2023-07-29,250583,0,0.97,0.55,False,False,True,False,False
263015,162460,452037,3244.78,232.42,86966,8405,Salaried,Divorced,23318,Parental,29,Education,2023-08-30,2023-07-30,301138,0,-0.02,0.0,True,True,False,False,False
146694,145363,279883,2758.78,665.65,23966,88889,Salaried,Divorced,68994,Parental,46,Education,2023-08-31,2023-07-31,305073,0,1.02,0.13,False,True,False,False,True
136366,59229,87187,2694.98,173.97,105493,80939,Unemployed,Divorced,53804,Owned,46,Business,2023-09-01,2023-08-01,309488,0,0.26,0.3,True,False,False,True,True
340928,255628,330854,855.45,839.93,91180,62718,Unemployed,Single,12558,Parental,54,Education,2023-09-02,2023-08-02,293097,0,-0.99,0.59,True,True,True,True,False
110292,301440,171730,1815.43,768.62,45526,33350,Salaried,Single,46273,Rented,27,Education,2023-09-03,2023-08-03,269226,0,1.13,0.42,True,True,False,False,True
234609,276884,464355,2724.42,826.3,102471,60173,Salaried,Single,77750,Parental,25,Home,2023-09-04,2023-08-04,167418,0,0.56,0.81,False,True,True,True,True
358319,354592,435060,4839.23,512.24,67977,80075,Self-employed,Divorced,60148,Parental,23,Car,2023-09-05,2023-08-05,281913,1,0.25,0.22,False,False,False,True,False
312500,66070,265182,3794.31,332.75,147316,98290,Self-employed,Divorced,75408,Rented,29,Home,2023-09-06,2023-08-06,53285,0,1.05,0.14,False,False,True,True,False
465786,416830,478712,3137.19,455.29,144814,72001,Self-employed,Single,43335,Owned,25,Education,2023-09-07,2023-08-07,294152,0,-0.65,0.81,False,False,False,False,True
460131,317942,57351,4784.6,287.3,66195,31743,Unemployed,Married,66257,Owned,55,Business,2023-09-08,2023-08-08,143856,0,0.75,0.37,True,True,True,False,True
126506,303987,233694,2986.6,314.85,110391,24708,Salaried,Single,85805,Rented,24,Business,2023-09-09,2023-08-09,276471,0,-1.2,0.53,False,False,True,False,True
94289,413348,249219,1457.62,661.69,72105,34148,Salaried,Single,50209,Owned,44,Education,2023-09-10,2023-08-10,109229,0,-0.57,0.01,False,True,False,True,False
184436,382100,107452,4584.83,606.07,33074,41120,Salaried,Married,67421,Rented,55,Business,2023-09-11,2023-08-11,303458,0,0.13,0.33,True,False,False,False,True
97885,259251,345337,2262.02,416.96,90953,14147,Unemployed,Divorced,82497,Rented,39,Home,2023-09-12,2023-08-12,88987,0,0.87,0.27,True,False,False,False,False
50825,171202,135334,810.6,743.0,94240,51821,Unemployed,Married,25220,Owned,39,Car,2023-09-13,2023-08-13,272773,0,0.48,0.72,False,True,False,False,True
52729,102614,98317,1066.21,759.43,65456,94395,Unemployed,Divorced,16039,Owned,21,Home,2023-09-14,2023-08-14,300882,0,1.45,0.39,True,True,False,True,True
273211,177288,129037,3208.7,758.8,34816,48088,Self-employed,Married,16234,Owned,44,Home,2023-09-15,2023-08-15,152940,0,1.0,0.03,False,True,False,False,True
348314,439286,91933,4547.04,794.85,118909,90433,Salaried,Single,86216,Owned,52,Education,2023-09-16,2023-08-16,316318,0,0.72,0.92,True,True,True,True,True
169495,493974,125287,3640.43,390.42,145363,47763,Unemployed,Divorced,95568,Rented,32,Home,2023-09-17,2023-08-17,349742,0,-1.85,0.64,False,True,False,False,True
234078,341261,215135,2827.69,881.55,98406,63327,Self-employed,Divorced,58326,Owned,30,Business,2023-09-18,2023-08-18,302865,0,-1.24,0.82,True,False,True,False,False
436445,484584,463571,2183.54,457.04,145533,54593,Salaried,Divorced,84534,Rented,53,Business,2023-09-19,2023-08-19,275402,0,0.8,0.82,True,False,False,True,True
114702,161460,159881,4014.29,517.6,109290,61761,Self-employed,Married,67513,Parental,41,Car,2023-09-20,2023-08-20,233767,0,-1.56,0.87,True,True,False,True,True
184473,400523,274441,2743.72,623.54,26149,59408,Self-employed,Divorced,81968,Owned,44,Car,2023-09-21,2023-08-21,172076,0,-0.41,0.01,False,True,True,True,True
98927,385527,470113,4796.56,676.28,86285,28502,Unemployed,Single,86778,Parental,24,Car,2023-09-22,2023-08-22,93960,0,0.27,0.68,True,False,False,True,True
261620,461844,468707,2862.7,348.77,145931,78502,Unemployed,Married,16358,Rented,24,Education,2023-09-23,2023-08-23,131499,0,0.94,0.62,True,False,False,True,False
499884,193503,68595,4075.64,90.52,37999,78950,Self-employed,Divorced,37599,Rented,48,Business,2023-09-24,2023-08-24,54259,1,-0.69,0.75,True,True,False,False,True
93426,371192,85969,782.32,692.14,26670,59998,Unemployed,Married,11035,Rented,32,Business,2023-09-25,2023-08-25,12080,0,0.59,0.13,False,False,False,False,True
424303,240765,68740,4054.82,833.35,59975,95330,Salaried,Married,89199,Parental,44,Business,2023-09-26,2023-08-26,108943,0,1.22,0.12,False,False,True,True,True
319739,190883,301484,3038.27,150.85,64250,32305,Unemployed,Single,34722,Parental,49,Education,2023-09-27,2023-08-27,145138,0,1.25,0.43,False,True,True,True,True
486772,445069,397414,1013.96,840.7,117645,41655,Salaried,Single,93986,Parental,26,Home,2023-09-28,2023-08-28,140975,0,-1.48,0.2,True,True,False,False,True
459012,453311,71273,810.07,706.25,32349,62178,Self-employed,Divorced,18109,Owned,53,Business,2023-09-29,2023-08-29,299745,0,-0.56,0.21,True,False,True,True,False
227261,61615,273398,949.8,185.88,137198,84803,Salaried,Divorced,90189,Parental,24,Business,2023-09-30,2023-08-30,82655,0,0.35,0.14,True,True,True,True,False
390070,365140,219831,1167.25,262.42,16033,21723,Unemployed,Divorced,17308,Rented,51,Car,2023-10-01,2023-08-31,344875,0,0.23,0.46,True,False,True,True,False
53426,398280,135428,3273.79,141.44,145355,23841,Salaried,Single,91691,Owned,54,Business,2023-10-02,2023-09-01,362308,1,-0.29,0.92,True,True,False,False,False
85757,277469,105307,3909.44,624.37,77219,17396,Unemployed,Married,71215,Parental,31,Home,2023-10-03,2023-09-02,233378,0,0.07,0.68,True,False,True,True,True
176702,478140,478861,1375.96,731.51,147586,38072,Salaried,Married,90434,Owned,46,Education,2023-10-04,2023-09-03,137743,0,1.82,0.72,True,False,False,True,False
107255,307773,351566,2080.19,582.33,71354,86917,Salaried,Divorced,26362,Parental,54,Education,2023-10-05,2023-09-04,182586,0,-0.11,0.28,True,True,True,True,False
58213,153743,50293,566.83,709.57,132995,73952,Salaried,Divorced,17760,Parental,45,Education,2023-10-06,2023-09-05,90047,1,1.23,0.77,True,True,True,True,False
382165,110427,200678,2344.11,579.0,15010,44341,Salaried,Single,14759,Rented,39,Business,2023-10-07,2023-09-06,250948,0,-0.92,0.05,False,False,False,False,False
396151,332267,266206,854.0,166.91,49408,45339,Unemployed,Married,73603,Rented,44,Car,2023-10-08,2023-09-07,185397,0,0.56,0.16,False,True,True,True,True
143404,369208,197189,2202.04,583.26,17326,45551,Unemployed,Divorced,51287,Owned,26,Home,2023-10-09,2023-09-08,178897,0,-0.08,0.86,False,False,True,True,False
